Date, Open, High, Low, Close,,,,,
2009/11/18,56715.26,56715.26,55689.14,56174.01,-541.25,-1.0%,-0.954328694,,
2009/10/18,57068.45,57196.29,56683.41,56715.26,-353.19,-0.6%,-0.61888837,,
2009/07/18,57130.48,57242.76,56758.86,57068.45,-62.03,-0.1%,-0.108576018,,
2009/06/18,57102.13,57493.75,56820.32,57130.48,28.35,0.0%,0.049647885,,
2009/05/18,57891.82,57891.82,57075.96,57102.13,-789.69,-1.4%,-1.364078725,,
2009/04/18,58711.15,59165.46,57891.82,57891.82,-819.33,-1.4%,-1.395527085,,
2009/03/18,58668.48,58986.62,58376.01,58711.15,42.67,0.1%,0.072730707,,
08/31/18,58802.69,58890.39,58407.31,58668.48,-134.21,-0.2%,-0.228237858,,
08/30/18,60165.51,60165.51,58802.69,58802.69,-1362.82,-2.3%,-2.265118338,,
08/29/18,60039.27,60225.34,59666.91,60165.51,126.24,0.2%,0.210262383,,
08/28/18,59655.56,60298.84,59655.56,60039.27,383.71,0.6%,0.643209116,,
08/27/18,58797.68,59806.72,58797.68,59655.56,857.88,1.5%,1.459037159,,
08/24/18,58204.72,58867.87,57916.63,58797.68,592.96,1.0%,1.018748995,,
08/23/18,58125.95,58328.74,58029.34,58204.72,78.77,0.1%,0.135516065,,
08/22/18,57186.66,58125.95,57186.66,58125.95,939.29,1.6%,1.642498443,,
08/21/18,57145.62,57413.89,56933.36,57186.66,41.04,0.1%,0.071816528,,
08/20/18,56647.52,57465.15,56647.52,57145.62,498.1,0.9%,0.879297099,,
08/17/18,56562.34,57241.26,56469.42,56647.52,85.18,0.2%,0.150594901,,
08/16/18,55646.15,56562.34,55646.15,56562.34,916.19,1.6%,1.646457122,,
08/15/18,57608.94,57608.94,55646.15,55646.15,-1962.79,-3.4%,-3.407092719,,
08/14/18,57885.26,57885.26,57375.75,57608.94,-276.32,-0.5%,-0.477358139,,
08/13/18,57703.02,58142.42,57703.02,57885.26,182.24,0.3%,0.315824024,,
2008/10/18,57786.31,57968.72,57500.92,57703.02,-83.29,-0.1%,-0.144134484,,
2008/09/18,57786.31,57786.31,57786.31,57786.31,0,0.0%,0,,
2008/08/18,57705.64,58117.99,57485.58,57786.31,80.67,0.1%,0.139795694,,
2008/07/18,56861.21,57730.37,56861.21,57705.64,844.43,1.5%,1.485072161,,
2008/06/18,57118.03,57311.75,56661.84,56861.21,-256.82,-0.4%,-0.449630353,,
2008/03/18,56470.72,57214.57,56415.18,57118.03,647.31,1.1%,1.14627545,,
2008/02/18,57399.53,57399.53,56367.79,56470.72,-928.81,-1.6%,-1.618149138,,
2008/01/18,57432.46,57681.21,57196.57,57399.53,-32.93,-0.1%,-0.057336914,,
07/31/18,57313.14,57594.38,57079.88,57432.46,119.32,0.2%,0.208189605,,
07/30/18,57162.38,57520.89,56668.65,57313.14,150.76,0.3%,0.263739893,,
07/27/18,56743.25,57355.4,56743.25,57162.38,419.13,0.7%,0.738642922,,
07/26/18,56387.87,57092.54,56387.87,56743.25,355.38,0.6%,0.63024193,,
07/25/18,57054.84,57120.75,56253.97,56387.87,-666.97,-1.2%,-1.168998108,,
07/24/18,56556.81,57346.05,56556.81,57054.84,498.03,0.9%,0.880583611,,
07/23/18,56990.2,56990.2,56249.06,56556.81,-433.39,-0.8%,-0.76046408,,
07/20/18,56276.72,57018.83,56276.72,56990.2,713.48,1.3%,1.267806653,,
07/19/18,56237.2,56314.16,55850.5,56276.72,39.52,0.1%,0.070273769,,
07/18/18,56113.06,56354.58,55875.73,56237.2,124.14,0.2%,0.22123192,,
07/17/18,55442.04,56113.06,55090.5,56113.06,671.02,1.2%,1.210309,,
07/16/18,56364.14,56364.14,55442.04,55442.04,-922.1,-1.6%,-1.635969253,,
07/13/18,56849.36,56924.25,56237.82,56364.14,-485.22,-0.9%,-0.853518843,,
2007/12/18,57231.01,57380.67,56622.49,56849.36,-381.65,-0.7%,-0.666858754,,
2007/11/18,58027.11,58027.11,57010.02,57231.01,-796.1,-1.4%,-1.371944941,,
2007/10/18,58219.91,58334.49,57776.18,58027.11,-192.8,-0.3%,-0.33115819,,
2007/09/18,57313.88,58249.16,57313.88,58219.91,906.03,1.6%,1.58082126,,
2007/06/18,57414,57650.01,56893.02,57313.88,-100.12,-0.2%,-0.174382555,,
2007/05/18,57600.02,57975.56,57399.54,57414,-186.02,-0.3%,-0.322951277,,
2007/04/18,57488.76,57623.73,57065.64,57600.02,111.26,0.2%,0.193533484,,
2007/03/18,57159.59,57549.46,56587.06,57488.76,329.17,0.6%,0.575878868,,
2007/02/18,57610.98,57610.98,56589.82,57159.59,-451.39,-0.8%,-0.783513837,,
06/29/18,55795.2,57610.98,55795.2,57610.98,1815.78,3.3%,3.254365967,,
06/28/18,55369.26,55832.87,54752.19,55795.2,425.94,0.8%,0.769271614,,
06/27/18,55254.67,55555.14,54286.27,55369.26,114.59,0.2%,0.207385186,,
06/26/18,55889.26,56138.92,55254.67,55254.67,-634.59,-1.1%,-1.135441765,,
06/25/18,56856.66,56856.66,55807.42,55889.26,-967.4,-1.7%,-1.701471736,,
06/22/18,56234.43,57174.08,56234.43,56856.66,622.23,1.1%,1.106492944,,
06/21/18,56651.66,57122.49,56226.37,56234.43,-417.23,-0.7%,-0.736483273,,
06/20/18,56253.31,57174.56,56253.31,56651.66,398.35,0.7%,0.708136108,,
06/19/18,57236.84,57236.84,56141.15,56253.31,-983.53,-1.7%,-1.718351328,,
06/18/18,57660.5,57660.5,56860.06,57236.84,-423.66,-0.7%,-0.734749092,,
06/15/18,58495.67,58703.69,57639.7,57660.5,-835.17,-1.4%,-1.427746703,,
06/14/18,58437.23,58659.02,57953.73,58495.67,58.44,0.1%,0.10000474,,
06/13/18,58207.82,58793.99,58157.11,58437.23,229.41,0.4%,0.394122302,,
2006/12/18,58146.1,58466.47,57983.99,58207.82,61.72,0.1%,0.106146414,,
2006/11/18,58223.72,58433.19,58115.71,58146.1,-77.62,-0.1%,-0.133313364,,
2006/08/18,58391.64,58391.64,57768.25,58223.72,-167.92,-0.3%,-0.287575413,,
2006/07/18,58081.87,58740.22,58081.87,58391.64,309.77,0.5%,0.533333379,,
2006/06/18,57779.11,58382.37,57779.11,58081.87,302.76,0.5%,0.52399561,,
2006/05/18,57870.89,57953.05,57479.75,57779.11,-91.78,-0.2%,-0.158594416,,
2006/04/18,57282.14,58166.83,57282.14,57870.89,588.75,1.0%,1.027807271,,
2006/01/18,56157.89,57332.3,56157.89,57282.14,1124.25,2.0%,2.001944874,,
05/31/18,55601.63,56381.49,55601.63,56157.89,556.26,1.0%,1.000438297,,
05/30/18,55935.75,55978.61,55274,55601.63,-334.12,-0.6%,-0.597328185,,
05/29/18,56857.24,56857.24,55873.36,55935.75,-921.49,-1.6%,-1.620708286,,
05/28/18,56916.97,57177.43,56638.95,56857.24,-59.73,-0.1%,-0.10494234,,
05/25/18,56699.2,56942.32,56535.38,56916.97,217.77,0.4%,0.384079493,,
05/24/18,57043.42,57332.63,56603.99,56699.2,-344.22,-0.6%,-0.603435068,,
05/23/18,58121.84,58121.84,56999.37,57043.42,-1078.42,-1.9%,-1.855447109,,
05/22/18,57821.2,58205.7,57417.97,58121.84,300.64,0.5%,0.519947701,,
05/21/18,57804.33,58529.02,57701.09,57821.2,16.87,0.0%,0.029184665,,
05/18/18,58184.25,58293.37,57800.1,57804.33,-379.92,-0.7%,-0.652960208,,
05/17/18,58621.77,58621.77,58091.21,58184.25,-437.52,-0.7%,-0.746343892,,
05/16/18,57891.77,58723.51,57451.96,58621.77,730,1.3%,1.26097371,,
05/15/18,58614.45,58614.45,57873.9,57891.77,-722.68,-1.2%,-1.232938294,,
05/14/18,58422.86,58646.46,58249.52,58614.45,191.59,0.3%,0.327936701,,
2005/11/18,58005.62,58550.55,57756.73,58422.86,417.24,0.7%,0.719309612,,
2005/10/18,57915.13,58362.86,57915.13,58005.62,90.49,0.2%,0.156245872,,
2005/09/18,57665.24,58253.63,57665.24,57915.13,249.89,0.4%,0.433345981,,
2005/08/18,57880.72,58179.51,57465.67,57665.24,-215.48,-0.4%,-0.37228286,,
2005/07/18,57648.87,58035.62,57614.98,57880.72,231.85,0.4%,0.40217614,,
2005/04/18,57273.88,57996.01,57273.88,57648.87,374.99,0.7%,0.654731267,,
2005/03/18,58450.44,58450.44,57236.84,57273.88,-1176.56,-2.0%,-2.012918979,,
2005/02/18,58252.12,58530.44,58158.65,58450.44,198.32,0.3%,0.340451129,,
2005/01/18,58236.13,58236.13,58236.13,58236.13,0,0.0%,0,,
04/30/18,57453.04,58252.12,57453.04,58236.13,783.09,1.4%,1.363008816,,
04/27/18,57453.04,57453.04,57453.04,57453.04,0,0.0%,0,,
04/26/18,56987.19,57515.26,56749.18,57453.04,465.85,0.8%,0.817464416,,
04/25/18,57675.21,57675.21,56830.67,56987.19,-688.02,-1.2%,-1.192921534,,
04/24/18,57679.51,58040.8,57675.21,57675.21,-4.3,0.0%,-0.007454987,,
04/23/18,57581.73,57723.18,57449.79,57679.51,97.78,0.2%,0.169810806,,
04/20/18,57526.79,57648.56,57277.66,57581.73,54.94,0.1%,0.09550333,,
04/19/18,57713.29,58172.37,57525.06,57526.79,-186.5,-0.3%,-0.323149139,,
04/18/18,56826.74,57713.29,56799.12,57713.29,886.55,1.6%,1.560093013,,
04/17/18,56733.47,56855.87,56353.78,56826.74,93.27,0.2%,0.164400309,,
04/16/18,56563.17,56836.23,56379.3,56733.47,170.3,0.3%,0.301079307,,
04/13/18,56480.98,56882.29,56305.16,56563.17,82.19,0.1%,0.145518013,,
2004/12/18,56170.07,56651,55954.34,56480.98,310.91,0.6%,0.553515422,,
2004/11/18,56747.24,56790.49,56129.88,56170.07,-577.17,-1.0%,-1.017089113,,
2004/10/18,56091.56,56926.89,56091.56,56747.24,655.68,1.2%,1.168945916,,
2004/09/18,55878.81,56200.09,55647.83,56091.56,212.75,0.4%,0.380734665,,
2004/06/18,55761.15,56183.42,55468.1,55878.81,117.66,0.2%,0.211007126,,
2004/05/18,54602.68,55871.3,54602.68,55761.15,1158.47,2.1%,2.121635788,,
2004/04/18,54864.79,54864.79,53027.38,54602.68,-262.11,-0.5%,-0.47773809,,
2004/03/18,55474.52,55599.17,54864.79,54864.79,-609.73,-1.1%,-1.099117216,,
2004/02/18,55474.52,55474.52,55474.52,55474.52,0,0.0%,0,,
03/30/18,55474.52,55474.52,55474.52,55474.52,0,0.0%,0,,
03/29/18,54763.97,55568.57,54763.97,55474.52,710.55,1.3%,1.297477155,,
03/28/18,56050.79,56050.79,54572.35,54763.97,-1286.82,-2.3%,-2.295810639,,
03/27/18,56176.43,56888.37,55954.2,56050.79,-125.64,-0.2%,-0.223652518,,
03/26/18,56405.64,56450.4,55821.39,56176.43,-229.21,-0.4%,-0.406360073,,
03/23/18,57224.6,57224.6,56042.86,56405.64,-818.96,-1.4%,-1.431132765,,
03/22/18,58288.87,58843.65,57036.22,57224.6,-1064.27,-1.8%,-1.825854576,,
03/21/18,58288.87,58288.87,58288.87,58288.87,0,0.0%,0,,
03/20/18,58088.42,58423.86,57996.85,58288.87,200.45,0.3%,0.345077384,,
03/19/18,58101.02,58418.87,57774.79,58088.42,-12.6,0.0%,-0.021686366,,
03/16/18,58203.77,58554.58,58033.25,58101.02,-102.75,-0.2%,-0.176534956,,
03/15/18,58423.17,58792.21,58046.8,58203.77,-219.4,-0.4%,-0.375535939,,
03/14/18,59084.51,59084.51,58338.47,58423.17,-661.34,-1.1%,-1.119311982,,
03/13/18,59194.45,59303.66,58802.33,59084.51,-109.94,-0.2%,-0.185726871,,
2003/12/18,59169.23,59705.16,59169.23,59194.45,25.22,0.0%,0.042623505,,
2003/09/18,58926.01,59169.23,58659.4,59169.23,243.22,0.4%,0.412754911,,
2003/08/18,58962.65,59335.38,58926.01,58926.01,-36.64,-0.1%,-0.062141033,,
2003/07/18,59242.86,59242.86,58289.5,58962.65,-280.21,-0.5%,-0.472985268,,
2003/06/18,57912.4,59434.12,57912.4,59242.86,1330.46,2.3%,2.297366367,,
2003/05/18,57744.7,58300.34,57475.63,57912.4,167.7,0.3%,0.290416263,,
2003/02/18,57923.16,57923.16,57197,57744.7,-178.46,-0.3%,-0.308097832,,
2003/01/18,58325.09,58452.39,57918.61,57923.16,-401.93,-0.7%,-0.68912024,,
02/28/18,59027.22,59027.22,58181.16,58325.09,-702.13,-1.2%,-1.189502064,,
02/27/18,58868.93,59382.27,58868.93,59027.22,158.29,0.3%,0.268885472,,
02/26/18,58715.46,59233.3,58715.46,58868.93,153.47,0.3%,0.261379201,,
02/23/18,58155.09,58848.92,58155.09,58715.46,560.37,1.0%,0.963578596,,
02/22/18,58605.97,58605.97,57631.39,58155.09,-450.88,-0.8%,-0.769341417,,
02/21/18,57928.78,58813.35,57696.7,58605.97,677.19,1.2%,1.169004422,,
02/20/18,58701.37,58701.37,57689.33,57928.78,-772.59,-1.3%,-1.316136233,,
02/19/18,59122.34,59294.11,58636.59,58701.37,-420.97,-0.7%,-0.712032034,,
02/16/18,59533.1,59827.8,58910.81,59122.34,-410.76,-0.7%,-0.68996911,,
02/15/18,57399.55,60038.35,57399.55,59533.1,2133.55,3.7%,3.717015203,,
02/14/18,57208.97,57527.71,56746.6,57399.55,190.58,0.3%,0.333129577,,
02/13/18,56206.76,57276.68,56206.76,57208.97,1002.21,1.8%,1.783077338,,
2002/12/18,55902.62,56381.1,55789.05,56206.76,304.14,0.5%,0.544053213,,
2002/09/18,56635.69,56635.69,55603.58,55902.62,-733.07,-1.3%,-1.2943605,,
2002/08/18,56886.45,56899.85,56463.15,56635.69,-250.76,-0.4%,-0.44080796,,
2002/07/18,56377.21,56922.84,55883.58,56886.45,509.24,0.9%,0.903272794,,
2002/06/18,57113.74,57113.74,55090.23,56377.21,-736.53,-1.3%,-1.289584608,,
2002/05/18,58656.82,58656.82,57047.31,57113.74,-1543.08,-2.6%,-2.630691538,,
2002/02/18,59258.37,59444.83,58423.69,58656.82,-601.55,-1.0%,-1.015130858,,
2002/01/18,59506.12,59865.28,59046.19,59258.37,-247.75,-0.4%,-0.416343731,,
01/31/18,59546.23,59856.16,59384.94,59506.12,-40.11,-0.1%,-0.067359428,,
01/30/18,60806.9,60806.9,59328.07,59546.23,-1260.67,-2.1%,-2.07323511,,
01/29/18,61595.86,61619.24,60697.12,60806.9,-788.96,-1.3%,-1.280865305,,
01/26/18,61684.77,61776.68,61422.96,61595.86,-88.91,-0.1%,-0.144136065,,
01/25/18,61623.13,61696.75,61210.87,61684.77,61.64,0.1%,0.100027376,,
01/24/18,61475.44,61704.25,61377.18,61623.13,147.69,0.2%,0.240242282,,
01/23/18,61060.28,61620.98,61060.28,61475.44,415.16,0.7%,0.679918271,,
01/22/18,60912.88,61190.94,60856.58,61060.28,147.4,0.2%,0.241984946,,
01/19/18,60922.55,61023.21,60613.97,60912.88,-9.67,0.0%,-0.015872612,,
01/18/18,60924.46,104919.62,60680.99,60922.55,-1.91,0.0%,-0.00313503,,
01/17/18,60649.6,61309.18,60434.59,60924.46,274.86,0.5%,0.453193426,,
01/16/18,60240.96,60706.97,60240.96,60649.6,408.64,0.7%,0.678342443,,
01/15/18,60083.13,60320.54,60032.71,60240.96,157.83,0.3%,0.262686048,,
2001/12/18,59606.02,60083.13,59606.02,60083.13,477.11,0.8%,0.800439284,,
2001/11/18,59979.63,59979.63,59356.89,59606.02,-373.61,-0.6%,-0.622894806,,
2001/10/18,60113.65,60182.7,59689.21,59979.63,-134.02,-0.2%,-0.222944373,,
2001/09/18,60038.39,60206.59,59888.4,60113.65,75.26,0.1%,0.125353128,,
2001/08/18,59717.2,60082.44,59604.1,60038.39,321.19,0.5%,0.537851741,,
2001/05/18,59476.77,59835.12,59263.93,59717.2,240.43,0.4%,0.404241858,,
2001/04/18,59629.64,59820.59,59027.01,59476.77,-152.87,-0.3%,-0.256365794,,
2001/03/18,59731.16,60150.69,59008.78,59629.64,-101.52,-0.2%,-0.169961541,,
2001/02/18,59504.67,59790.28,59308.36,59731.16,226.49,0.4%,0.380625588,,
2001/01/18,59504.67,59504.67,59504.67,59504.67,0,0.0%,0,,
12/29/17,58952.89,59504.67,58817.11,59504.67,551.78,0.9%,0.935967685,,
12/28/17,58844.01,59020.93,58505.98,58952.89,108.88,0.2%,0.185031578,,
12/27/17,58800.23,58844.01,58398.94,58844.01,43.78,0.1%,0.074455491,,
12/26/17,58800.23,58800.23,58800.23,58800.23,0,0.0%,0,,
12/25/17,58800.23,58800.23,58800.23,58800.23,0,0.0%,0,,
12/22/17,58771.79,58981.96,58476.04,58800.23,28.44,0.0%,0.048390563,,
12/21/17,58032.09,59028.84,58032.09,58771.79,739.7,1.3%,1.2746396,,
12/20/17,58170.44,58473.92,58032.09,58032.09,-138.35,-0.2%,-0.237835574,,
12/19/17,57707.42,58675.54,57620,58170.44,463.02,0.8%,0.802357825,,
12/18/17,57412.76,57998.02,57225.9,57707.42,294.66,0.5%,0.513230857,,
12/15/17,57845.57,57845.57,57236.97,57412.76,-432.81,-0.7%,-0.748216328,,
12/14/17,57344.41,57845.57,57257.61,57845.57,501.16,0.9%,0.873947434,,
12/13/17,57523.62,57695.54,57152.27,57344.41,-179.21,-0.3%,-0.311541589,,
2012/12/17,57997.33,57997.33,57315.02,57523.62,-473.71,-0.8%,-0.816778979,,
2012/11/17,58012.31,58209.43,57791.25,57997.33,-14.98,0.0%,-0.025822106,,
2012/08/17,58013.18,58441.15,57825.85,58012.31,-0.87,0.0%,-0.001499659,,
2012/07/17,58010.18,58098.66,57751.85,58013.18,3,0.0%,0.005171506,,
2012/06/17,58977.23,58977.23,57860.88,58010.18,-967.05,-1.6%,-1.63970061,,
2012/05/17,59607.34,59607.34,58747.12,58977.23,-630.11,-1.1%,-1.057101357,,
2012/04/17,59449.38,59998.05,59395.83,59607.34,157.96,0.3%,0.265705042,,
2012/01/17,59772.83,59782.21,59337.58,59449.38,-323.45,-0.5%,-0.54113215,,
11/30/17,60418.39,60418.39,59772.83,59772.83,-645.56,-1.1%,-1.068482626,,
11/29/17,60082.79,60528.43,59954.35,60418.39,335.6,0.6%,0.55856261,,
11/28/17,60157.56,60340.58,59891.94,60082.79,-74.77,-0.1%,-0.12429028,,
11/27/17,60323.95,60497.17,60079.92,60157.56,-166.39,-0.3%,-0.275827428,,
11/24/17,60298.16,60554.93,60264.14,60323.95,25.79,0.0%,0.042770791,,
11/23/17,60751.18,60848.09,60254.85,60298.16,-453.02,-0.7%,-0.74569745,,
11/22/17,61211.52,61211.52,60699.49,60751.18,-460.34,-0.8%,-0.752047981,,
11/21/17,60500.61,61298.6,60500.61,61211.52,710.91,1.2%,1.175046004,,
11/20/17,60128.41,60528.93,60128.41,60500.61,372.2,0.6%,0.619008552,,
11/17/17,59549.22,60183.49,59549.22,60128.41,579.19,1.0%,0.972623991,,
11/16/17,59185.21,59688.73,59185.21,59549.22,364.01,0.6%,0.615035412,,
11/15/17,59518.9,59671.39,59185.21,59185.21,-333.69,-0.6%,-0.560645442,,
11/14/17,59821.49,59952.88,59501.81,59518.9,-302.59,-0.5%,-0.50582157,,
11/13/17,59776.12,60150.04,59762.35,59821.49,45.37,0.1%,0.075899874,,
2011/10/17,59862.11,60142.35,59776.12,59776.12,-85.99,-0.1%,-0.143646791,,
2011/09/17,60078.03,60270.95,59790.95,59862.11,-215.92,-0.4%,-0.359399268,,
2011/08/17,60182.6,60203.43,59935.36,60078.03,-104.57,-0.2%,-0.17375454,,
2011/07/17,59975.67,60589.77,59975.67,60182.6,206.93,0.3%,0.34502324,,
2011/06/17,59638.21,60140.33,59638.21,59975.67,337.46,0.6%,0.565845286,,
2011/03/17,59331.2,59760.45,59331.2,59638.21,307.01,0.5%,0.517451189,,
2011/02/17,59514.11,59517.01,59296.79,59331.2,-182.91,-0.3%,-0.307338881,,
2011/01/17,58980.11,59787.12,58980.11,59514.11,534,0.9%,0.90538997,,
10/31/17,58879.14,59038.37,58801.72,58980.11,100.97,0.2%,0.17148688,,
10/30/17,58714.04,58974.81,58649.86,58879.14,165.1,0.3%,0.281193391,,
10/27/17,58576.29,58825.63,58466.98,58714.04,137.75,0.2%,0.235163408,,
10/26/17,58123.13,58866.95,58123.13,58576.29,453.16,0.8%,0.779655191,,
10/25/17,57904.72,58302.34,57870.19,58123.13,218.41,0.4%,0.377188595,,
10/24/17,57999.6,58048.46,57761.85,57904.72,-94.88,-0.2%,-0.163587335,,
10/23/17,57948.66,58204.16,57914.74,57999.6,50.94,0.1%,0.087905398,,
10/20/17,57896.83,58262.02,57896.83,57948.66,51.83,0.1%,0.089521309,,
10/19/17,58152.41,58152.41,57681.26,57896.83,-255.58,-0.4%,-0.439500272,,
10/18/17,57882.67,58197.65,57668.12,58152.41,269.74,0.5%,0.466011675,,
10/17/17,58163.56,58204.66,57796.71,57882.67,-280.89,-0.5%,-0.482931237,,
10/16/17,57876.6,58372.15,57876.6,58163.56,286.96,0.5%,0.495813507,,
10/13/17,57747.34,57920.52,57569.63,57876.6,129.26,0.2%,0.22383715,,
2010/12/17,57770.73,57845.51,57614.98,57747.34,-23.39,0.0%,-0.040487631,,
2010/11/17,57629.93,57827.74,57601.21,57770.73,140.8,0.2%,0.244317493,,
2010/10/17,57530.11,57629.93,57472.36,57629.93,99.82,0.2%,0.173509142,,
2010/09/17,57231.87,57750.97,57231.87,57530.11,298.24,0.5%,0.521108257,,
2010/06/17,56999.79,57353.43,56999.79,57231.87,232.08,0.4%,0.407159395,,
2010/05/17,56750.03,57061.26,56710.79,56999.79,249.76,0.4%,0.440105494,,
2010/04/17,56358.26,56750.03,56358.26,56750.03,391.77,0.7%,0.695142114,,
2010/03/17,55778.27,56455.18,55778.27,56358.26,579.99,1.0%,1.039813533,,
2010/02/17,55579.92,56063.27,55579.92,55778.27,198.35,0.4%,0.35687349,,
09/29/17,54994.35,55677.52,54993.94,55579.92,585.57,1.1%,1.064782109,,
09/28/17,55214.07,55258.23,54941.64,54994.35,-219.72,-0.4%,-0.397942046,,
09/27/17,55070.38,55333.46,55070.38,55214.07,143.69,0.3%,0.260920662,,
09/26/17,55839.73,55839.73,54894.11,55070.38,-769.35,-1.4%,-1.37778245,,
09/25/17,55839.73,55839.73,55839.73,55839.73,0,0.0%,0,,
09/22/17,55867.34,55903.18,55544.75,55839.73,-27.61,0.0%,-0.049420645,,
09/21/17,55867.46,56072.2,55703.42,55867.34,-0.12,0.0%,-0.000214794,,
09/20/17,56011.16,56026.85,55705.71,55867.46,-143.7,-0.3%,-0.256556015,,
09/19/17,56050.1,56144.13,55714.71,56011.16,-38.94,-0.1%,-0.06947356,,
09/18/17,55645.15,56209.57,55645.15,56050.1,404.95,0.7%,0.72773638,,
09/15/17,55850.32,55856.11,55526.14,55645.15,-205.17,-0.4%,-0.367356892,,
09/14/17,56152.54,56152.54,55658.37,55850.32,-302.22,-0.5%,-0.538212519,,
09/13/17,56366.16,56426.27,56152.54,56152.54,-213.62,-0.4%,-0.378986257,,
2009/12/17,56008.77,56484.73,56008.77,56366.16,357.39,0.6%,0.638096498,,
2009/11/17,55724.67,56107.77,55724.67,56008.77,284.1,0.5%,0.509828053,,
2009/08/17,55878.19,55911.45,55626.66,55724.67,-153.52,-0.3%,-0.274740467,,
2009/07/17,55480.2,55927.91,55149.41,55878.19,397.99,0.7%,0.71735502,,
2009/06/17,56144.8,56144.8,55426.79,55480.2,-664.6,-1.2%,-1.18372494,,
2009/05/17,56312.85,56377.6,56144.8,56144.8,-168.05,-0.3%,-0.298422119,,
2009/04/17,56513.46,56520.8,56159.39,56312.85,-200.61,-0.4%,-0.354977381,,
2009/01/17,56522.11,56655.09,56433.36,56513.46,-8.65,0.0%,-0.015303746,,
08/31/17,56168,56538.3,56168,56522.11,354.11,0.6%,0.630447942,,
08/30/17,56409.62,56711.27,56144.32,56168,-241.62,-0.4%,-0.428331196,,
08/29/17,56555.62,56555.62,56066.78,56409.62,-146,-0.3%,-0.258152947,,
08/28/17,56655.88,56695.91,56436.9,56555.62,-100.26,-0.2%,-0.176963097,,
08/25/17,56588.99,56896.89,56474.08,56655.88,66.89,0.1%,0.118203205,,
08/24/17,56162.3,56713.97,56162.3,56588.99,426.69,0.8%,0.759744526,,
08/23/17,56033.96,56326.03,55918.08,56162.3,128.34,0.2%,0.229039675,,
08/22/17,55450.53,56071.9,55450.53,56033.96,583.43,1.1%,1.052163072,,
08/21/17,55304.23,55640.07,55304.23,55450.53,146.3,0.3%,0.264536727,,
08/18/17,55415.27,55477.79,55193.09,55304.23,-111.04,-0.2%,-0.200377982,,
08/17/17,55534.6,55807.29,55315,55415.27,-119.33,-0.2%,-0.214875051,,
08/16/17,54983.32,55631.97,54983.32,55534.6,551.28,1.0%,1.002631343,,
08/15/17,55465.65,55497.64,54983.32,54983.32,-482.33,-0.9%,-0.869601276,,
08/14/17,55155.13,55663.28,55155.13,55465.65,310.52,0.6%,0.562993868,,
2008/11/17,55700.64,55700.64,55022.98,55155.13,-545.51,-1.0%,-0.979360381,,
2008/10/17,55980.05,56175.95,55563.71,55700.64,-279.41,-0.5%,-0.499124242,,
2008/09/17,55980.05,55980.05,55980.05,55980.05,0,0.0%,0,,
2008/08/17,56163.6,56342.27,55899.46,55980.05,-183.55,-0.3%,-0.326813096,,
2008/07/17,55944.83,56396.24,55944.83,56163.6,218.77,0.4%,0.391045964,,
2008/04/17,55685.01,56032.91,55685.01,55944.83,259.82,0.5%,0.466588764,,
2008/03/17,55200.49,55687.82,55200.49,55685.01,484.52,0.9%,0.877745832,,
2008/02/17,55390.07,55554.23,55151.46,55200.49,-189.58,-0.3%,-0.342263514,,
2008/01/17,55207.41,55392.19,55082.91,55390.07,182.66,0.3%,0.330861383,,
07/31/17,54883.21,55366.74,54883.21,55207.41,324.2,0.6%,0.590708889,,
07/28/17,54888.89,54933.88,54520.6,54883.21,-5.68,0.0%,-0.010348178,,
07/27/17,54836.19,55222.81,54794.03,54888.89,52.7,0.1%,0.096104416,,
07/26/17,54499.11,54914.02,54424.46,54836.19,337.08,0.6%,0.618505513,,
07/25/17,54368.62,54802.03,54368.62,54499.11,130.49,0.2%,0.24000977,,
07/24/17,54162.71,54579.55,54162.71,54368.62,205.91,0.4%,0.380169308,,
07/21/17,54287.32,54679.87,54112.14,54162.71,-124.61,-0.2%,-0.229537947,,
07/20/17,54091.11,54499.2,54087.95,54287.32,196.21,0.4%,0.362739829,,
07/19/17,53261.64,54123.02,53261.64,54091.11,829.47,1.6%,1.557349717,,
07/18/17,53827.41,53827.41,53237.27,53261.64,-565.77,-1.1%,-1.051081596,,
07/17/17,53597.96,53827.41,53521.64,53827.41,229.45,0.4%,0.428094651,,
07/14/17,53300.96,53597.96,53191.08,53597.96,297,0.6%,0.557213228,,
07/13/17,52905.98,53300.96,52905.98,53300.96,394.98,0.7%,0.746569669,,
2007/12/17,52376.38,52976.43,52376.38,52905.98,529.6,1.0%,1.011142809,,
2007/11/17,52187.92,52748.15,52187.92,52376.38,188.46,0.4%,0.361118052,,
2007/10/17,51900.26,52187.92,51782.91,52187.92,287.66,0.6%,0.554255412,,
2007/07/17,52285.08,52285.08,51725.48,51900.26,-384.82,-0.7%,-0.736003464,,
2007/06/17,52483.9,52719.61,52189.15,52285.08,-198.82,-0.4%,-0.378820934,,
2007/05/17,52049.25,52508.77,51936.27,52483.9,434.65,0.8%,0.835074473,,
2007/04/17,52163.8,52174.99,51734.57,52049.25,-114.55,-0.2%,-0.219596732,,
2007/03/17,51611.01,52163.8,51491.8,52163.8,552.79,1.1%,1.071069913,,
06/30/17,51355.97,51721.49,51146.01,51611.01,255.04,0.5%,0.496612176,,
06/29/17,51596.84,51963.66,51066.13,51355.97,-240.87,-0.5%,-0.466830914,,
